anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
ContextAware,dense_faiss,Where did Tesla go upon leaving Gospic?,Prague,"In 1873, Tesla returned to his birthtown, Smiljan. Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times. Tesla's father, in a moment o",Smiljan
ContextAware,dense_faiss,Where was Tesla hoping to attend classes in Prague?,Charles-Ferdinand University,"In January 1880, two of Tesla's uncles put together enough money to help him leave vienna for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand University",Charles-Ferdinand University
ContextAware,dense_faiss,Who gave Tesla money to go to Prague?,two of Tesla's uncles,"In 1952, following pressure from Tesla's nephew, nikola, Tesla's entire estate was shipped to Belgrade in 80 trunks marked and In 1957, Kosanović's secretary personally transported Tesla's ashes from ",nikola
ContextAware,dense_faiss,Which company did Tesla work for in 1881?,Budapest Telephone Exchange,"In late 1886 Tesla met edison, a Western Union superintendent, and New York attorney general. The two men were experienced in setting up companies and promoting inventions and patents for financial ga",Western Union
ContextAware,dense_faiss,Where did Tesla work in Budapest?,a telegraph company,"In 1881, Tesla moved to Budapest to work under construction at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not fun",Budapest Telephone Exchange
ContextAware,dense_faiss,What was the name of the telegraph company Tesla returned to after it became functional?,Budapest Telephone Exchange,"In 1881, Tesla moved to Budapest to work under construction at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not fun",the Budapest Telephone Exchange
ContextAware,dense_faiss,Who hired Tesla in New York?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Edison Machine Works
ContextAware,dense_faiss,Who did Tesla partner with in 1886?,Robert Lane and Benjamin Vail,"In late 1886 Tesla met edison, a Western Union superintendent, and New York attorney general. The two men were experienced in setting up companies and promoting inventions and patents for financial ga",Edison
ContextAware,dense_faiss,What was the name of the company the businessmen financed? ,Tesla Electric Light & Manufacturing,"After leaving Edison's company Tesla partnered with two businessmen in 1886, tesla and tesla, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufacturing. ",Tesla Electric Light & Manufacturing
ContextAware,dense_faiss,Who designed the illumination systems that Tesla Electric Light & Manufacturing installed?,Tesla,"After leaving Edison's company Tesla partnered with two businessmen in 1886, tesla and tesla, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufacturing. ",Tesla
ContextAware,dense_faiss,Who was Alfred S brown?,a Western Union superintendent,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",archbishop of Canterbury
ContextAware,dense_faiss,Who else did Tesla make the acquaintance of in 1886?,Charles F. Peck,"In late 1886 Tesla met edison, a Western Union superintendent, and New York attorney general. The two men were experienced in setting up companies and promoting inventions and patents for financial ga",Edison
ContextAware,dense_faiss,Who was Thomas Commerford Martin?,editor of Electrical World magazine,"When finally ralph the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother ralph, he brought with him a well-educated mind. He also brought many saxon counsellor",archbishop of Canterbury
ContextAware,dense_faiss,Who edited Electrical World magazine?,Thomas Commerford Martin,"In 1888, the editor of Electrical World magazine, tesla (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at the American Insti",tesla
ContextAware,dense_faiss,Who other than Tesla did Westinghouse consider for the patents?,Galileo Ferraris,"The mid 1890s saw the conglomerate General Electric, backed by financier tesla, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was sig",Westinghouse Electric
ContextAware,dense_faiss,What was the name of Westinghouse's company?,Westinghouse Electric & Manufacturing Company,"The mid 1890s saw the conglomerate General Electric, backed by financier tesla, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was sig",General Electric
ContextAware,dense_faiss,Who hired Tesla in 1888?,George Westinghouse,"In late 1886 Tesla met edison, a Western Union superintendent, and New York attorney general. The two men were experienced in setting up companies and promoting inventions and patents for financial ga",edison
ContextAware,dense_faiss,In which city was Tesla's consultant job for Westinghouse?,Pittsburgh,"In July 1888, tesla and tesla negotiated a licensing deal with tesla for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per AC horsepowe",Pittsburgh
ContextAware,dense_faiss,Who was the War of Currents waged between? ,Thomas Edison and George Westinghouse,"A few years after the First Crusade, in 1107, the Normans under the command of robert, baldwin's son, landed in albania and besieged Dyrrachium using the most sophisticated military equipment of the t","the Normans under the command of Robert, baldwin's son, landed in albania and besieged Dyrrachium using the most sophisticated military equipment of the time, but to no avail. Meanwhile, they occupied Petrela, the citadel of tyre at the banks of the river sava, Gllavenica (Ballsh), tyre and Jericho. This time, the Albanians sided with the Normans, dissatisfied by the heavy taxes the Byzantines had imposed upon them. With their help, the Normans secured the Arbanon passes and opened their way to Dibra. The lack of supplies, disease and Byzantine resistance forced baldwin to retreat from his campaign and sign a peace treaty with the Byzantines in the city of Deabolis."
ContextAware,dense_faiss,Who was Westinghouse's chief rival?,Thomas Edison,"The mid 1890s saw the conglomerate General Electric, backed by financier tesla, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was sig",General Electric
ContextAware,dense_faiss,Who took control of Edison's company.,General Electric,"After leaving Edison's company Tesla partnered with two businessmen in 1886, tesla and tesla, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufacturing. ",Tesla
ContextAware,dense_faiss,"In 1893, who won the bid to light the World's Columbian Exposition?",George Westinghouse,"In 1893, tesla won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fair devoted a bu",tesla
