anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
Baseline,dense_faiss,What Super Bowl was the last where a fumble was returned for a touchdown?,Super Bowl XXVIII,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Super Bowl XXVIII
Baseline,dense_faiss,Who received the pass that was ruled incomplete and confirmed after a challenge?,Jerricho Cotchery,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jerricho Cotchery
Baseline,dense_faiss,"Who, according to the text, caused Cam Newton to lose the ball during a tackle?",Von Miller,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Von Miller
Baseline,dense_faiss,Who received the ball that cam Newton lost during a tackle to make it a Denver touchdown?,Malik Jackson,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_faiss,Who sacked Newton a few plays after the challenge?,Von Miller,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",DeMarcus Ware
Baseline,dense_faiss,Who recovered the fumble and ran the ball in for a touchdown?,Malik Jackson,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_faiss,Who ran for a Carolina touchdown to make the score 10–7?,Jonathan Stewart,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",DeMarcus Ware
Baseline,dense_faiss,Who punted the ball for Carolina?,Brad Nortman,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Denver
Baseline,dense_faiss,Who got a touchdown making the score 10-7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_faiss,Who got a 61-yard return when players thought he called for a fair catch but did not?,Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Jonathan Stewart finished the",Jordan Norwood
Baseline,dense_faiss,Who scored the Panthers first touchdown? ,Jonathan Stewart,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Ted Ginn Jr.
Baseline,dense_faiss,Who tackled Mike Tolbert and caused a fumble?,Darian Stewart,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Darian Stewart
Baseline,dense_faiss,Who was sacked as the first half clock expired?,Newton,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Newton
Baseline,dense_faiss,Who sacked Cam Newton at the end of the half?,DeMarcus Ware,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Von Miller
Baseline,dense_faiss,Who fumbled the ball when tackled by Darian Stewart?,Mike Tolbert,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Mike Tolbert
Baseline,dense_faiss,Who tipped Peyton's pass for an interception?,Kony Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_faiss,Who tackled the Carolina Panthers' quarterback just before the end of the first half?,DeMarcus Ware,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Darian Stewart
Baseline,dense_faiss,Who recovered Tolbert's fumble?,Danny Trevathan,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Danny Trevathan
Baseline,dense_faiss,"Who intercepted a Manning pass, giving the ball back to the Panthers?",Kony Ealy,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Kony Ealy
Baseline,dense_faiss,Who sacked Newton with 11 seconds left in the first half?,DeMarcus Ware,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",DeMarcus Ware
Baseline,dense_faiss,Who was on the receiving end of a 45-yard pass from Cam Newton?,Ted Ginn Jr.,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jerricho Cotchery
Baseline,dense_faiss,Who missed a field goal for the Panthers?,Graham Gano,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Graham Gano
Baseline,dense_faiss,Who picked off Cam Newton and subsequently fumbled the ball?,T. J. Ward,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Von Miller
Baseline,dense_faiss,Who did Newton complete a 45 yard pass to on the opening drive of the second half?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Ted Ginn Jr.
Baseline,dense_faiss,Who recovered Ward's fumble?,Trevathan,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_faiss,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr.,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jerricho Cotchery
Baseline,dense_faiss,Who hit the goal post on a field goal attempt?,Graham Gano,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Ward
Baseline,dense_faiss,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard line on their second offensive play. But the Br,Emmanuel Sanders
Baseline,dense_faiss,Who recovered a Manning fumble?,Ealy,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Malik Jackson
Baseline,dense_faiss,Who caught a 16-yard pass on this drive?,Devin Funchess,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_faiss,Who had a 12-yard rush on this drive?,Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_faiss,Who knocked the ball out of Manning's hands on the next play?,Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Ward
Baseline,dense_faiss,Where was the ball recovered?,50-yard line.,"Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various iss",under Baltimore Ravens kicker Justin Tucker
Baseline,dense_faiss,What is the last name of the player who bumped the ball away from Manning in the fourth quarter of Super Bowl 50?,Ealy,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Miller
Baseline,dense_faiss,Who fumbled the ball on 3rd-and-9?,Newton,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Newton
Baseline,dense_faiss,Who was the receiver on the successful 2-point conversion?,Bennie Fowler,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Bennie Fowler
Baseline,dense_faiss,Who stripped the ball from Newton on a 3rd and nine?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away fro",Miller
Baseline,dense_faiss,Who recovered the strip ball?,wards,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Pan",Danny Trevathan
Baseline,dense_faiss,What was the last name of the player who took the ball away from Newton late in the fourth quarter?,Miller,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Miller
Baseline,dense_faiss,What is the last name of the player who finally recovered the ball Newton lost in the fourth quarter?,wards,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jackson
Baseline,dense_faiss,What is the last name of the player who scored a 2-yard touchdown in the fourth quarter?,Anderson,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst a",Jackson
Baseline,dense_faiss,Who was the game's leading rusher?,Anderson,Denver took the opening kickoff and started out strong with Peyton Manning completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Andre Caldwell. A pair of carries by C. ,C. J. Anderson
Baseline,dense_faiss,Who was the game's top receiver?,Sanders,"Manning finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Osweiler threw for 1,967 yards, 10 touchdowns and six ",Demaryius Thomas
Baseline,dense_faiss,What is the last name of the player who was Manning's top receiver for Super Bowl 50?,Sanders,Peyton Manning became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held,Peyton
Baseline,dense_faiss,What is th elast name of the player who was the Super Bowl 50 winner's leading rusher?,Anderson,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck H",Martin
Baseline,dense_faiss,"Who returned a punt for 61 yards, setting a new Super Bowl record?",Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Jonathan Stewart finished the",Jordan Norwood
Baseline,dense_faiss,Who is the only quarterback to win a Super Bowl with two teams?,Manning,Peyton Manning became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held,Peyton Manning
Baseline,dense_faiss,Who did the Broncos tie with the most sacks in a Super Bowl?,Chicago Bears,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which th",Newton
Baseline,dense_faiss,Who was one of the most famous people born in Warsaw?,Maria Skłodowska-Curie,"One of the most famous people born in Warsaw was Maria Skłodowska-Curie, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize.",Maria Skodowska-Curie
Baseline,dense_faiss,Who was Frédéric Chopin?,Famous musicians,"One of the most famous people born in Warsaw was Maria Skłodowska-Curie, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize.",Famous musicians
Baseline,dense_faiss,Who designed the garden for the University Library?,Irena Bajerska,"Another important library – the University Library, founded in 1816, is home to over two million items. The building was designed by architects Marek Budzyński and Zbigniew Badowski and opened on 15 D",Irena Bajerska
Baseline,dense_faiss,Where are some of the best medical facilities in East-Central Europe located?,Warsaw,"Today, Warsaw has some of the best medical facilities in Poland and East-Central Europe. The city is home to the Children's Memorial Health Institute (CMHI), the highest-reference hospital in all of P",Warsaw
Baseline,dense_faiss,Where is the Congress Hall located?,in the Palace of Culture and Science,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Rada Miasta), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies",Warsaw
Baseline,dense_faiss,Where is the Jazz Jamboree hosted?,Warsaw,"Thanks to numerous musical venues, including the Teatr Wielki, the Polish National Opera, the Chamber Opera, the National Philharmonic Hall and the National Theatre, as well as the Roma and Buffo musi",Warsaw
Baseline,dense_faiss,Where was the Summer Theatre located?,Saxon Garden,"Nearby, in Ogród Saski (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included Momus, Warsaw's first literary cabaret,",Ogród Saski
Baseline,dense_faiss,Where can a tribute to the fall of Warsaw be found?,Warsaw Uprising Museum,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",Mausoleum of Memory of Martyrdom and the museum
Baseline,dense_faiss,Where in Warsaw are patriotic and political objects connected with Poland's struggles for Independence found?,Museum of Independence,A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime. The Warsaw Uprising Museum also o,Warsaw Uprising Museum
Baseline,dense_faiss,Who won the Ekstraklasa Championship in 2000?,Polonia Warsaw,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twi",Polonia Warsaw
Baseline,dense_faiss,Where is Polonia's home venue located?,at Konwiktorska Street,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twi",Konwiktorska Street
Baseline,dense_faiss,Where did two of Triton's daughters set out on a journey through?,depths of the oceans and seas,"The origin of the legendary figure is not fully known. The best-known legend, by Artur Oppman, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas",the depths of the oceans and seas
Baseline,dense_faiss,Where did one of Triton's daughters decide she wanted to hang out and stay?,coast of Denmark,"The origin of the legendary figure is not fully known. The best-known legend, by Artur Oppman, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas",on the coast of Denmark
Baseline,dense_faiss,Where was the famous artist Tamara de Lempicka born?,Warsaw,Tamara de Lempicka was a famous artist born in Warsaw. She was born Maria Górska in Warsaw to wealthy parents and in 1916 married a Polish lawyer Tadeusz Łempicki. Better than anyone else she represen,Warsaw
Baseline,dense_faiss,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,Tamara de Lempicka was a famous artist born in Warsaw. She was born Maria Górska in Warsaw to wealthy parents and in 1916 married a Polish lawyer Tadeusz Łempicki. Better than anyone else she represen,Isaac Bashevis Singer
Baseline,dense_faiss,Who ranked Warsaw as the 32nd most liveable city in the world?,Economist Intelligence Unit,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Economist Intelligence Unit
Baseline,dense_faiss,What is the name of the European Union agency for external border security?,Frontex,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Frontex
Baseline,dense_faiss,Who moved his court from Kraków to Warsaw in 1596?,King Sigismund III Vasa,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the ",King Sigismund III Vasa
Baseline,dense_faiss,Who was Warsz?,12th/13th-century nobleman,"Warsaw's name in the Polish language is Warszawa, approximately /vɑːrˈʃɑːvə/ (also formerly spelled Warszewa and Warszowa), meaning ""belonging to Warsz"", Warsz being a shortened form of the masculine ",a 12th/13th-century nobleman
Baseline,dense_faiss,What is the full official city name of Warsaw?,miasto stołeczne Warszawa,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) f",Warszawa
Baseline,dense_faiss,Who was Boleslaw II of Masovia?,The Prince of Płock,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century). After Jazdów was raided by nearby clans and dukes, a new similar",The Prince of Pock
Baseline,dense_faiss,Who did Warsaw serve as the seat for in 1529?,General Sejm,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the ",General Sejm
Baseline,dense_faiss,Whose army liberated Warsaw in 1806?,Napoleon's,"Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms required in Article 12 that Germany withdraw from areas controlled by Russia in 1914, which included W",Pisudski
Baseline,dense_faiss,Who set up what became the Second Polish Republic?,underground leader Piłsudski,"The first historical reference to Warsaw dates back to the year 1313, at a time when Kraków served as the Polish capital city. Due to its central location between the Polish–Lithuanian Commonwealth's ",Napoleon Bonaparte
Baseline,dense_faiss,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",the Warsaw Voivode
Baseline,dense_faiss,Where did John Paul II celebrate Mass in Warsaw?,Victory Square,"John Paul II's visits to his native country in 1979 and 1983 brought support to the budding solidarity movement and encouraged the growing anti-communist fervor there. In 1979, less than a year after ",Victory Square
Baseline,dense_faiss,Where is the lowest point of Warsaw located?,at the right bank of the Vistula,"Warsaw lies in east-central Poland about 300 km (190 mi) from the Carpathian Mountains and about 260 km (160 mi) from the Baltic Sea, 523 km (325 mi) east of Berlin, Germany. The city straddles the Vi","at the right bank of the Vistula, by the eastern border of Warsaw"
Baseline,dense_faiss,Where can Aeolian sand with a number of dunes be found?,plain Vistula terraces,The plain moraine plateau has only a few natural and artificial ponds and also groups of clay pits. The pattern of the Vistula terraces is asymmetrical. The left side consist mainly of two levels: the,forested areas (pine forest)
Baseline,dense_faiss,What was the name of the infamous German Gestapo prison?,Pawiak,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",Pawiak
Baseline,dense_faiss,Who does the statue of Little Insurgent commemorate?,children,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",children who served as messengers and frontline troops in the Warsaw Uprising
Baseline,dense_faiss,Where is a palm house with subtropic plants from all over the world on display?,New Orangery,The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial,the Park of Culture and Rest in Powsin
Baseline,dense_faiss,Where was the first horse racetrack located?,Pole Mokotowskie,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",Pole Mokotowskie
Baseline,dense_faiss,Where is Bielany Forest located?,within the borders of Warsaw,The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial,within the borders of Warsaw
Baseline,dense_faiss,Who in Warsaw has the power of legislative action?,Warsaw City Council,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Rada Miasta), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies",Warsaw City Council
Baseline,dense_faiss,Who was the first Warsaw President?,Jan Andrzej Menich,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",Jan Andrzej Menich
Baseline,dense_faiss,Who has elected the President of Warsaw since 1990?,the City council,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",City council
Baseline,dense_faiss,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,"Warsaw's first stock exchange was established in 1817 and continued trading until World War II. It was re-established in April 1991, following the end of the post-war communist control of the country ",Polish United Workers' Party
Baseline,dense_faiss,Who bought the factory in 2005?,AvtoZAZ,"The FSO Car Factory was established in 1951. A number of vehicles have been assembled there over the decades, including the Warszawa, Syrena, Fiat 125p (under license from Fiat, later renamed FSO 125p",AvtoZAZ
Baseline,dense_faiss,Where does Warsaw rank in terms of population in the EU?,9th,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) f",9th
Baseline,dense_faiss,Who was the Norse leader?,Rollo,"Before Rollo's arrival, its populations did not differ from Picardy or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided bet",Norse
Baseline,dense_faiss,Who was the duke in the battle of Hastings?,William the Conqueror,"In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of Eng",William II
Baseline,dense_faiss,Who ruled the duchy of Normandy,Richard I,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King Charles III of West Francia
Baseline,dense_faiss,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King Charles III of West Francia
Baseline,dense_faiss,Who upon arriving gave the original viking settlers a common identity?,Rollo,"Before Rollo's arrival, its populations did not differ from Picardy or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided bet",Rollo
Baseline,dense_faiss,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",the Archangel Michael
Baseline,dense_faiss,Where was the Archangel Michael shrine located?,Monte Gargano,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin","at the ramparts of the Old Town, commemorates the children who served as messengers and frontline troops in the Warsaw Uprising, while the impressive Warsaw Uprising Monument by Wincenty Kuma was erected in memory of the largest insurrection of World War II."
Baseline,dense_faiss,What was the name of the leader ennobled by Henry III,Drogo,"The two most prominent Norman families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Drengot family, of whom Rainulf Drengot received the county of Aversa, the first",Drogo
Baseline,dense_faiss,Who was Count of Melfi,William Iron Arm,"The two most prominent Norman families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Drengot family, of whom Rainulf Drengot received the county of Aversa, the first",William Iron Arm
Baseline,dense_faiss,Who controlled Sicily before the Normans?,Saracens,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",Saracens and Byzantines
Baseline,dense_faiss,Where was William Iron Arm's castle located?,Squillace,"When finally Edward the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Harthacnut, he brought with him a Norman-educated mind. He also brought many Norman c",Hereford
Baseline,dense_faiss,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. Norman mercenaries were f","Pechenegs, the Bulgars, and especially the Seljuk Turks"
Baseline,dense_faiss,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,"One of the first Norman mercenaries to serve as a Byzantine general was Hervé in the 1050s. By then however, there were already Norman mercenaries serving as far away as Trebizond and Georgia. They we",Alexius Komnenos
Baseline,dense_faiss,What was the name of the Norman castle?,Afranji,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",Principality of Antioch
Baseline,dense_faiss,Who was the leader when the Franks entered the Euphrates valley?,Oursel,"Some Normans joined Turkish forces to aid in the destruction of the Armenians vassal-states of Sassoun and Taron in far eastern Anatolia. Later, many took up service with the Armenian state further so",Oursel
Baseline,dense_faiss,Who did the Normans team up with in Anatolia?,Turkish forces,"Some Normans joined Turkish forces to aid in the destruction of the Armenians vassal-states of Sassoun and Taron in far eastern Anatolia. Later, many took up service with the Armenian state further so",Turkish forces
Baseline,dense_faiss,What was the name of the count of Apulia ,Robert Guiscard,"The two most prominent Norman families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Drengot family, of whom Rainulf Drengot received the county of Aversa, the first",Guaimar IV of Salerno
Baseline,dense_faiss,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. Norman mercenaries were f",Sicily
Baseline,dense_faiss,Who was Robert's son?,Bohemond,"Normans came into Scotland, building castles and founding noble families who would provide some future kings, such as Robert the Bruce, as well as founding a considerable number of the Scottish clans.",Máel Coluim mac Alaxandair
Baseline,dense_faiss,Where was Dyrrachium located?,the Adriatic,"The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large Norman army invaded Dyrrachium, owing to the betrayal of high Byzantine officials. Some time la",the Adriatic
Baseline,dense_faiss,Who did Emma Marry?,King Ethelred II,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Duke Richard II of Normandy
Baseline,dense_faiss,Who was Emma's brother?,Duke Richard II,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Duke Richard II of Normandy
Baseline,dense_faiss,To where did Ethelred flee?,Normandy,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Normandy
Baseline,dense_faiss,Who kicked Ethelred out?,Sweyn Forkbeard,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Sweyn Forkbeard
Baseline,dense_faiss,Who was Edward the Confessor's half-brother?,Harthacnut,"When finally Edward the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Harthacnut, he brought with him a Norman-educated mind. He also brought many Norman c",Harthacnut
Baseline,dense_faiss,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,"When finally Edward the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Harthacnut, he brought with him a Norman-educated mind. He also brought many Norman c",Robert of Jumièges
