anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
Faker,dense_faiss,"Who, according to the text, caused Cam Newton to lose the ball during a tackle?",Von Miller,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Vincent Nunez DDS
Faker,dense_faiss,Who received the ball that cam Newton lost during a tackle to make it a Denver touchdown?,Malik Jackson,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Chad Spencer
Faker,dense_faiss,Who sacked Newton a few plays after the challenge?,Von Miller,"On Carolina's next possession fullback John Stuart lost a fumble while being tackled by safety Lindsay Young, which linebacker Amy Sanchez recovered on the Broncos 40-yard line. However, the Panthers ",Derek Fisher
Faker,dense_faiss,Who recovered the fumble and ran the ball in for a touchdown?,Malik Jackson,"After each team punted, Panthers quarterback Shannon Flores appeared to complete a 24-yard pass Dan Ponce, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and r",Joseph Good
Faker,dense_faiss,Who ran for a Carolina touchdown to make the score 10–7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Sarah Cuevas stripped the ball aw",Michael Robbins
Faker,dense_faiss,Who punted the ball for Carolina?,Brad Nortman,"On Carolina's next possession fullback Rodney Hawkins lost a fumble while being tackled by safety Danielle Brown, which linebacker Desiree Hutchinson recovered on the Broncos 40-yard line. However, th",Denver
Faker,dense_faiss,Who got a touchdown making the score 10-7?,Jonathan Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Tammy Chang
Faker,dense_faiss,Who got a 61-yard return when players thought he called for a fair catch but did not?,Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Norwood
Faker,dense_faiss,Who scored the Panthers first touchdown? ,Jonathan Stewart,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Jessica Baker on the Denver 35-yard line on their second offensive play. But the B,Jessica Baker
Faker,dense_faiss,Who tackled Mike Tolbert and caused a fumble?,Darian Stewart,"On Carolina's next possession fullback Eric Hardin lost a fumble while being tackled by safety Mike Landry, which linebacker Timothy Erickson recovered on the Broncos 40-yard line. However, the Panthe",Mike Landry
Faker,dense_faiss,Who was sacked as the first half clock expired?,Newton,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Brianna Wright
Faker,dense_faiss,Who sacked Cam Newton at the end of the half?,DeMarcus Ware,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Vincent Nunez DDS
Faker,dense_faiss,Who fumbled the ball when tackled by Darian Stewart?,Mike Tolbert,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Sarah Cuevas stripped the ball aw",Newton
Faker,dense_faiss,Who tipped Peyton's pass for an interception?,Kony Ealy,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Norwood
Faker,dense_faiss,Who tackled the Carolina Panthers' quarterback just before the end of the first half?,DeMarcus Ware,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Mario Vargas
Faker,dense_faiss,Who recovered Tolbert's fumble?,Danny Trevathan,"After each team punted, Panthers quarterback Randall Brown appeared to complete a 24-yard pass Deborah Davis, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst an",Tanner Gonzalez
Faker,dense_faiss,"Who intercepted a Manning pass, giving the ball back to the Panthers?",Kony Ealy,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Shelley Gould
Faker,dense_faiss,Who sacked Newton with 11 seconds left in the first half?,DeMarcus Ware,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Vincent Nunez DDS
Faker,dense_faiss,Who was on the receiving end of a 45-yard pass from Cam Newton?,Ted Ginn Jr.,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Chad Sanders
Faker,dense_faiss,Who missed a field goal for the Panthers?,Graham Gano,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Julie Hunter on the Denver 35-yard line on their second offensive play. But the Br,Christina Davis
Faker,dense_faiss,Who picked off Cam Newton and subsequently fumbled the ball?,T. J. Ward,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Vincent Nunez
Faker,dense_faiss,Who did Newton complete a 45 yard pass to on the opening drive of the second half?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Jessica Baker on the Denver 35-yard line on their second offensive play. But the B,Jessica Baker
Faker,dense_faiss,Who recovered Ward's fumble?,Trevathan,"After each team punted, Panthers quarterback Olivia Krause appeared to complete a 24-yard pass Anthony Richardson, but the call was ruled an incompletion and upheld after a replay challenge. CBS analy",Melvin Lamb
Faker,dense_faiss,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr.,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Jessica Baker on the Denver 35-yard line on their second offensive play. But the B,Jessica Baker
Faker,dense_faiss,Who hit the goal post on a field goal attempt?,Graham Gano,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Kenneth Hurley
Faker,dense_faiss,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Chad Sanders
Faker,dense_faiss,Who recovered a Manning fumble?,Ealy,"After each team punted, Panthers quarterback Olivia Krause appeared to complete a 24-yard pass Anthony Richardson, but the call was ruled an incompletion and upheld after a replay challenge. CBS analy",Melvin Lamb
Faker,dense_faiss,Who caught a 16-yard pass on this drive?,Devin Funchess,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Chad Sanders
Faker,dense_faiss,Who had a 12-yard rush on this drive?,Stewart,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Laurie Reeves stripped the ball a",Andrew Perez
Faker,dense_faiss,Who knocked the ball out of Manning's hands on the next play?,Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Brian Boyer
Faker,dense_faiss,Where was the ball recovered?,50-yard line.,"Concerns were raised over whether Richard Macdonald's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due t",under Baltimore Ravens kicker Antonio Smith
Faker,dense_faiss,What is the last name of the player who bumped the ball away from Manning in the fourth quarter of Super Bowl 50?,Ealy,"After each team punted, Panthers quarterback Olivia Krause appeared to complete a 24-yard pass Anthony Richardson, but the call was ruled an incompletion and upheld after a replay challenge. CBS analy",Brennan
Faker,dense_faiss,Who fumbled the ball on 3rd-and-9?,Newton,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Newton
Faker,dense_faiss,Who was the receiver on the successful 2-point conversion?,Bennie Fowler,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Chad Sanders
Faker,dense_faiss,Who stripped the ball from Newton on a 3rd and nine?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Steven Henderson stripped the bal",Steven Henderson
Faker,dense_faiss,Who recovered the strip ball?,wards,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Steven Henderson stripped the bal",Carlos Burns
Faker,dense_faiss,What was the last name of the player who took the ball away from Newton late in the fourth quarter?,Miller,"On Carolina's next possession fullback Christopher Diaz lost a fumble while being tackled by safety Mario Vargas, which linebacker Chad Spencer recovered on the Broncos 40-yard line. However, the Pant",Nunez
Faker,dense_faiss,What is the last name of the player who finally recovered the ball Newton lost in the fourth quarter?,wards,"On Carolina's next possession fullback John Stuart lost a fumble while being tackled by safety Lindsay Young, which linebacker Amy Sanchez recovered on the Broncos 40-yard line. However, the Panthers ",Sanchez
Faker,dense_faiss,What is the last name of the player who scored a 2-yard touchdown in the fourth quarter?,Anderson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Brian Boyer stripped the ball awa",Simmons
Faker,dense_faiss,Who was the game's leading rusher?,Anderson,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Sarah Cuevas stripped the ball aw",Michael Robbins
Faker,dense_faiss,Who was the game's top receiver?,Sanders,"Robert Jones finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, Charles Gomez threw for 1,967 yards, 10 touchdown",Scott Wright
Faker,dense_faiss,What is the last name of the player who was Manning's top receiver for Super Bowl 50?,Sanders,Joseph Glenn became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held b,Glenn
Faker,dense_faiss,What is th elast name of the player who was the Super Bowl 50 winner's leading rusher?,Anderson,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Alexis Gillespie (MVP of Super Bowls I and II) and T",Walker
Faker,dense_faiss,"Who returned a punt for 61 yards, setting a new Super Bowl record?",Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while Brett King finished the drive",Norwood
Faker,dense_faiss,Who is the only quarterback to win a Super Bowl with two teams?,Manning,Jennifer Harrison became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was h,Jennifer Harrison
Faker,dense_faiss,Who did the Broncos tie with the most sacks in a Super Bowl?,Chicago Bears,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which th",Newton
Faker,dense_faiss,Who was one of the most famous people born in Warsaw?,Maria Skłodowska-Curie,"One of the most famous people born in Warsaw was Thomas Bradford, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous",Thomas Bradford
Faker,dense_faiss,Who was Frédéric Chopin?,Famous musicians,"Thanks to numerous musical venues, including the Teatr Wielki, the Polish National Opera, the Chamber Opera, the National Philharmonic Hall and the National Theatre, as well as the Roma and Buffo musi",Piano
Faker,dense_faiss,Who designed the garden for the University Library?,Irena Bajerska,"Another important library – the University Library, founded in 1816, is home to over two million items. The building was designed by architects Robert Palmer and Erica Williams and opened on 15 Decemb",Jacqueline Dickerson
Faker,dense_faiss,Where are some of the best medical facilities in East-Central Europe located?,Warsaw,"Today, Warsaw has some of the best medical facilities in Poland and East-Central Europe. The city is home to the Children's Memorial Health Institute (CMHI), the highest-reference hospital in all of P",Warsaw
Faker,dense_faiss,Where is the Congress Hall located?,in the Palace of Culture and Science,"In 1952, following pressure from Tesla's nephew, Morgan Thomas, Tesla's entire estate was shipped to Belgrade in 80 trunks marked Jeff Bradford In 1957, Kosanović's secretary Cindy Stanton transported",Belgrade
Faker,dense_faiss,Where is the Jazz Jamboree hosted?,Warsaw,"Thanks to numerous musical venues, including the Teatr Wielki, the Polish National Opera, the Chamber Opera, the National Philharmonic Hall and the National Theatre, as well as the Roma and Buffo musi",Warsaw
Faker,dense_faiss,Where was the Summer Theatre located?,Saxon Garden,"Nearby, in Jessica York (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included Jeff Carpenter, Warsaw's first literar",Jessica York
Faker,dense_faiss,Where can a tribute to the fall of Warsaw be found?,Warsaw Uprising Museum,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin","The Warsaw Citadel, an impressive 19th-century fortification built after the defeat of the November Uprising, was a place of martyr for the Poles. Another important monument, the statue of Little Insurgent located at the ramparts of the Old Town, commemorates the children who served as messengers and frontline troops in the Warsaw Uprising, while the impressive Warsaw Uprising Monument by Dana Hall was erected in memory of the largest insurrection of World War II."
Faker,dense_faiss,Where in Warsaw are patriotic and political objects connected with Poland's struggles for Independence found?,Museum of Independence,A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime. The Warsaw Uprising Museum also o,Warsaw Uprising Museum
Faker,dense_faiss,Who won the Ekstraklasa Championship in 2000?,Polonia Warsaw,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twi",Polonia Warsaw
Faker,dense_faiss,Where is Polonia's home venue located?,at Konwiktorska Street,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twi",Konwiktorska Street
Faker,dense_faiss,Where did two of Triton's daughters set out on a journey through?,depths of the oceans and seas,"The origin of the legendary figure is not fully known. The best-known legend, by Heather Kane, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas",the depths of the oceans and seas
Faker,dense_faiss,Where did one of Triton's daughters decide she wanted to hang out and stay?,coast of Denmark,"The origin of the legendary figure is not fully known. The best-known legend, by Heather Kane, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas",on the coast of Denmark
Faker,dense_faiss,Where was the famous artist Tamara de Lempicka born?,Warsaw,"One of the most famous people born in Warsaw was Mary Bright, who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous mus",elazowa Wola
Faker,dense_faiss,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,Jeanne Caldwell was a famous artist born in Warsaw. She was born Mr. Jacob Joseph in Warsaw to wealthy parents and in 1916 married a Polish lawyer Mr. Dwayne Durham DDS. Better than anyone else she re,Robin Hendrix
Faker,dense_faiss,Who ranked Warsaw as the 32nd most liveable city in the world?,Economist Intelligence Unit,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Economist Intelligence Unit
Faker,dense_faiss,What is the name of the European Union agency for external border security?,Frontex,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Frontex
Faker,dense_faiss,Who moved his court from Kraków to Warsaw in 1596?,King Sigismund III Vasa,"In 1529, Warsaw for the first time became the seat of the General Mary Shepherd, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedo",King Sigismund III Vasa
Faker,dense_faiss,Who was Warsz?,12th/13th-century nobleman,"Warsaw's name in the Polish language is Bryan Weiss, approximately /vɑːrˈʃɑːvə/ (also formerly spelled Michelle Vincent and Katherine Sanchez), meaning ""belonging to Zachary Mcguire"", Roy Gross being ",a fisherman
Faker,dense_faiss,What is the full official city name of Warsaw?,miasto stołeczne Warszawa,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) f",Warszawa
Faker,dense_faiss,Who was Boleslaw II of Masovia?,The Prince of Płock,"The two most prominent Makayla Brown families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the David Fletcher family, of whom Rainulf Drengot received the county of Ave","emperor Kimberly Nielsen legally ennobled the Hauteville leader, Dr. Andrea Bishop, as ""dux et magister Veronica Anderson comesque Normannorum totius Joshua Fields et Calabriae"" (""Duke and Master of Italy and Count of the Normans of all Apulia and Calabria"") in 1047"
Faker,dense_faiss,Who did Warsaw serve as the seat for in 1529?,General Sejm,"In 1529, Warsaw for the first time became the seat of the General Mary Shepherd, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedo",General Mary Shepherd
Faker,dense_faiss,Whose army liberated Warsaw in 1806?,Napoleon's,"Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms required in Article 12 that Germany withdraw from areas controlled by Russia in 1914, which included W",the Red Army
Faker,dense_faiss,Who set up what became the Second Polish Republic?,underground leader Piłsudski,"The first historical reference to Warsaw dates back to the year 1313, at a time when Kraków served as the Polish capital city. Due to its central location between the Polish–Lithuanian Commonwealth's ",Steven Pearson
Faker,dense_faiss,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",Warsaw Voivode
Faker,dense_faiss,Where did John Paul II celebrate Mass in Warsaw?,Victory Square,"Thanks to numerous musical venues, including the Teatr Wielki, the Polish National Opera, the Chamber Opera, the National Philharmonic Hall and the National Theatre, as well as the Roma and Buffo musi",the Congress Hall in the Palace of Culture and Science
Faker,dense_faiss,Where is the lowest point of Warsaw located?,at the right bank of the Vistula,"Warsaw lies in east-central Poland about 300 km (190 mi) from the Carpathian Mountains and about 260 km (160 mi) from the Baltic Sea, 523 km (325 mi) east of Berlin, Germany. The city straddles the Vi","at the right bank of the Vistula, by the eastern border of Warsaw"
Faker,dense_faiss,Where can Aeolian sand with a number of dunes be found?,plain Vistula terraces,The plain moraine plateau has only a few natural and artificial ponds and also groups of clay pits. The pattern of the Vistula terraces is asymmetrical. The left side consist mainly of two levels: the,forested areas (pine forest)
Faker,dense_faiss,What was the name of the infamous German Gestapo prison?,Pawiak,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",Pawiak
Faker,dense_faiss,Who does the statue of Little Insurgent commemorate?,children,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",children who served as messengers and frontline troops in the Warsaw Uprising
Faker,dense_faiss,Where is a palm house with subtropic plants from all over the world on display?,New Orangery,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",New Orangery
Faker,dense_faiss,Where was the first horse racetrack located?,Pole Mokotowskie,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",Pole Mokotowskie
Faker,dense_faiss,Where is Bielany Forest located?,within the borders of Warsaw,The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial,within the borders of Warsaw
Faker,dense_faiss,Who in Warsaw has the power of legislative action?,Warsaw City Council,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Sydney Mack), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies",Warsaw City Council
Faker,dense_faiss,Who was the first Warsaw President?,Jan Andrzej Menich,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",Kristen Gilmore
Faker,dense_faiss,Who has elected the President of Warsaw since 1990?,the City council,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",City council
Faker,dense_faiss,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,"Warsaw's first stock exchange was established in 1817 and continued trading until World War II. It was re-established in April 1991, following the end of the post-war communist control of the country ",Polish United Workers' Party
Faker,dense_faiss,Who bought the factory in 2005?,AvtoZAZ,"The FSO Car Factory was established in 1951. A number of vehicles have been assembled there over the decades, including the Warszawa, Syrena, Fiat 125p (under license from Fiat, later renamed FSO 125p",AvtoZAZ
Faker,dense_faiss,Where does Warsaw rank in terms of population in the EU?,9th,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) f",9th
Faker,dense_faiss,Who was the Norse leader?,Rollo,"Before Rollo's arrival, its populations did not differ from Kenneth Li or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided ",Norse
Faker,dense_faiss,Who was the duke in the battle of Hastings?,William the Conqueror,"In 1066, Duke Julian Salinas of Normandy conquered England killing Dr. Paul Yates DDS at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling clas",Julian Salinas
Faker,dense_faiss,Who ruled the duchy of Normandy,Richard I,"In 1066, Duke Bonnie Taylor of Normandy conquered England killing Daniel Lawrence at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of","The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. The nobility of England were part of a single Normans culture and many had lands on both sides of the channel. Early Norman kings of England, as Dukes of Normandy, owed homage to Michael Wright for their land on the continent. They considered England to be their most important holding (it brought with it the title of King—an important status symbol)."
Faker,dense_faiss,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King Shawn Garcia of West Francia
Faker,dense_faiss,Who upon arriving gave the original viking settlers a common identity?,Rollo,"Before Rollo's arrival, its populations did not differ from Kenneth Li or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided ","Rollo's arrival, its populations did not differ from Kenneth Li or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided between colonies in the east (Roumois and Pays de Caux) around the low Seine valley and in the west in the Cotentin Peninsula, and were separated by traditional pagii, where the population remained about the same with almost no foreign settlers. Rollo's contingents who raided and ultimately settled Normandy and parts of the Atlantic coast included Danes, Norwegians, Norse–Gaels, Orkney Vikings, possibly Swedes, and Anglo-Danes from the English Danelaw under Norse control. Rollo's contingents who raided and ultimately settled Normandy and parts of the Atlantic coast included Danes, Norwegians, Norse–Gaels, Orkney Vikings, possibly Swedes, and Anglo-Danes from the English Danelaw under Norse control."
Faker,dense_faiss,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",the Archangel Michael
Faker,dense_faiss,Where was the Archangel Michael shrine located?,Monte Gargano,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",Monte Gargano
Faker,dense_faiss,What was the name of the leader ennobled by Henry III,Drogo,"The Norman dynasty had a major political, cultural and military impact on medieval Europe and even the Near East. The Normans were famed for their martial spirit and eventually for their Christian pie",Bohemond I
Faker,dense_faiss,Who was Count of Melfi,William Iron Arm,"The two most prominent Makayla Brown families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the David Fletcher family, of whom Rainulf Drengot received the county of Ave",Holly Norton
Faker,dense_faiss,Who controlled Sicily before the Normans?,Saracens,"From these bases, the Normans eventually captured Sicily and Malta from the Saracens, under the leadership of the famous Laura George, a Hauteville, and his younger brother Robert Robinson. Annette Ca",Saracens
Faker,dense_faiss,Where was William Iron Arm's castle located?,Squillace,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Michele Rodriguez. All declared their support for Jeffrey Campbell provided that he support Howard Snow against his",Limassol
Faker,dense_faiss,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. Mary Williams mercenaries","Pechenegs, the Bulgars, and especially the Seljuk Turks"
Faker,dense_faiss,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,"The two most prominent Tonya Nelson families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Adam Valenzuela family, of whom Rainulf Drengot received the county of Ave","Mary Callahan legally ennobled the Hauteville leader, Julie Delgado, as ""dux et magister Teresa West comesque Normannorum totius Jessica Clark et Calabriae"" (""Duke and Master of Italy and Count of the Normans of all Apulia and Calabria"") in 1047"
Faker,dense_faiss,What was the name of the Norman castle?,Afranji,"In 1066, Duke Julian Salinas of Normandy conquered England killing Dr. Paul Yates DDS at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling clas",Hastings
Faker,dense_faiss,Who was the leader when the Franks entered the Euphrates valley?,Oursel,"Some Normans joined Turkish forces to aid in the destruction of the Armenians vassal-states of Sassoun and Taron in far eastern Anatolia. Later, many took up service with the Armenian state further so",Oursel
Faker,dense_faiss,Who did the Normans team up with in Anatolia?,Turkish forces,"Some Normans joined Turkish forces to aid in the destruction of the Armenians vassal-states of Sassoun and Taron in far eastern Anatolia. Later, many took up service with the Armenian state further so",Turkish forces
Faker,dense_faiss,What was the name of the count of Apulia ,Robert Guiscard,"The two most prominent Tonya Nelson families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the Adam Valenzuela family, of whom Rainulf Drengot received the county of Ave",Nichole Vega
Faker,dense_faiss,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,"A few years after the First Crusade, in 1107, the Normans under the command of Tina Patterson, Lisa Weiss's son, landed in Catherine Hoffman and besieged Dyrrachium using the most sophisticated milita",Deabolis
Faker,dense_faiss,Who was Robert's son?,Bohemond,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Christina Kelly. All declared their support for Christina Torres provided that he support Nicholas Evans against hi",Luis Boyd
Faker,dense_faiss,Where was Dyrrachium located?,the Adriatic,"The further decline of Byzantine state-of-affairs paved the road to a third attack in 1185, when a large Evan Allen army invaded Dyrrachium, owing to the betrayal of high Byzantine officials. Some tim",the Adriatic
Faker,dense_faiss,Who did Emma Marry?,King Ethelred II,"One of the claimants of the English throne opposing Morgan Molina, William Diaz, eventually fled to Scotland. King Joel Myers of Scotland married Rebecca Ortega's sister Teresa Day, and came into oppo",Rebecca Ortega's sister Teresa Day
Faker,dense_faiss,Who was Emma's brother?,Duke Richard II,"One of the claimants of the English throne opposing Morgan Molina, William Diaz, eventually fled to Scotland. King Joel Myers of Scotland married Rebecca Ortega's sister Teresa Day, and came into oppo",Nicole Weiss
