anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Baseline,dense_numpy,Who did Tesla credit for his abilities?,his mother's genetics,"Tesla was renowned for his achievements and showmanship, eventually earning him a reputation in popular culture as an archetypal ""mad scientist"". His patents earned him a considerable amount of money,",the General Conference on Weights and Measures named the SI unit of magnetic flux density the tesla in his honor
Baseline,dense_numpy,Where did Tesla believe his talents came from?,his mother's genetics and influence,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City. He soon struck out on his own with financial ,telephony and electrical engineering
Baseline,dense_numpy,Who was Tesla influenced by while in school?,Martin Sekulić,"In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",Martin Sekuli
Baseline,dense_numpy,Who was Tesla's main influence in Karlovac?,Martin Sekulić,"In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",Martin Sekuli
Baseline,dense_numpy,Where did Tesla run to avoid the army draft?,Tomingaj,"On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit. On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (alt",Gospi
Baseline,dense_numpy,Where was Austrian Polytechnic located?,"Graz, Austria","In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",within the Austro-Hungarian Military Frontier
Baseline,dense_numpy,Where did Tesla teach in Gospic?,Higher Real Gymnasium,"On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit. On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (alt",Higher Real Gymnasium
Baseline,dense_numpy,Where did Tesla go upon leaving Gospic?,Prague,"On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit. On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (alt",his old school
Baseline,dense_numpy,Where was Tesla hoping to attend classes in Prague?,Charles-Ferdinand University,"In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",Karlovac
Baseline,dense_numpy,Who gave Tesla money to go to Prague?,two of Tesla's uncles,"In 1952, following pressure from Tesla's nephew, Sava Kosanović, Tesla's entire estate was shipped to Belgrade in 80 trunks marked N.T. In 1957, Kosanović's secretary Charlotte Muzar transported Tesla",Sava Kosanovi
Baseline,dense_numpy,Which company did Tesla work for in 1881?,Budapest Telephone Exchange,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Thomas Edison
Baseline,dense_numpy,Where did Tesla work in Budapest?,a telegraph company,"In 1881, Tesla moved to Budapest to work under Ferenc Puskás at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not fu",Budapest Telephone Exchange
Baseline,dense_numpy,What was the name of the telegraph company Tesla returned to after it became functional?,Budapest Telephone Exchange,"In 1881, Tesla moved to Budapest to work under Ferenc Puskás at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not fu",the Budapest Telephone Exchange
Baseline,dense_numpy,Who hired Tesla in New York?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Thomas Edison
Baseline,dense_numpy,Who did Tesla partner with in 1886?,Robert Lane and Benjamin Vail,"In late 1886 Tesla met Alfred S. Brown, a Western Union superintendent, and New York attorney Charles F. Peck. The two men were experienced in setting up companies and promoting inventions and patents",Alfred S. Brown
Baseline,dense_numpy,What was the name of the company the businessmen financed? ,Tesla Electric Light & Manufacturing,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Tesla Electric Light & Manufacturing
Baseline,dense_numpy,Who designed the illumination systems that Tesla Electric Light & Manufacturing installed?,Tesla,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Tesla
Baseline,dense_numpy,Who was Alfred S brown?,a Western Union superintendent,"In late 1886 Tesla met Alfred S. Brown, a Western Union superintendent, and New York attorney Charles F. Peck. The two men were experienced in setting up companies and promoting inventions and patents",a Western Union superintendent
Baseline,dense_numpy,Who else did Tesla make the acquaintance of in 1886?,Charles F. Peck,"Tesla was a good friend of Francis Marion Crawford, Robert Underwood Johnson, Stanford White, Fritz Lowenstein, George Scherff, and Kenneth Swezey. In middle age, Tesla became a close friend of Mark T",George Sylvester Viereck
Baseline,dense_numpy,Who was Thomas Commerford Martin?,editor of Electrical World magazine,"In 1888, the editor of Electrical World magazine, Thomas Commerford Martin (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at",editor of Electrical World magazine
Baseline,dense_numpy,Who edited Electrical World magazine?,Thomas Commerford Martin,"In 1888, the editor of Electrical World magazine, Thomas Commerford Martin (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at",Thomas Commerford Martin
Baseline,dense_numpy,Who other than Tesla did Westinghouse consider for the patents?,Galileo Ferraris,"The mid 1890s saw the conglomerate General Electric, backed by financier J. P. Morgan, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement ",Brown
Baseline,dense_numpy,What was the name of Westinghouse's company?,Westinghouse Electric & Manufacturing Company,"The mid 1890s saw the conglomerate General Electric, backed by financier J. P. Morgan, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement ",General Electric
Baseline,dense_numpy,Who hired Tesla in 1888?,George Westinghouse,"In late 1886 Tesla met Alfred S. Brown, a Western Union superintendent, and New York attorney Charles F. Peck. The two men were experienced in setting up companies and promoting inventions and patents",Charles F. Peck
Baseline,dense_numpy,In which city was Tesla's consultant job for Westinghouse?,Pittsburgh,"In July 1888, Brown and Peck negotiated a licensing deal with George Westinghouse for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per",Pittsburgh
Baseline,dense_numpy,Who was the War of Currents waged between? ,Thomas Edison and George Westinghouse,"A few years after the First Crusade, in 1107, the Normans under the command of Bohemond, Robert's son, landed in Valona and besieged Dyrrachium using the most sophisticated military equipment of the t",the Normans and the Byzantines
Baseline,dense_numpy,Who was Westinghouse's chief rival?,Thomas Edison,"The mid 1890s saw the conglomerate General Electric, backed by financier J. P. Morgan, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement ",General Electric
Baseline,dense_numpy,Who took control of Edison's company.,General Electric,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Tesla
Baseline,dense_numpy,"In 1893, who won the bid to light the World's Columbian Exposition?",George Westinghouse,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fai",George Westinghouse
