anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Placeholder,sparse_bm25,Who broadcast the Super Bowl on TV?,CBS,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",CBS
Placeholder,sparse_bm25,Who headlined the halftime show for Super Bowl 50?,Coldplay,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halftime show. On December 3, the league confirmed that the show would be headlined by the British rock gr",Coldplay
Placeholder,sparse_bm25,Who were special guests for the Super Bowl halftime show?,Beyoncé and Bruno Mars,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Beyoncé and [PERSON]
Placeholder,sparse_bm25,Who lead the Super Bowl 50 halftime performance?,Coldplay,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Coldplay
Placeholder,sparse_bm25,Who was the NFL Commissioner in early 2012?,Roger Goodell,"In early 2012, NFL Commissioner [PERSON] stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",[PERSON]
Placeholder,sparse_bm25,Who is the Commissioner of the National Football League?,Roger Goodell,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,unanswerable
Placeholder,sparse_bm25,Who was the commissioner of the NFL in 2012? ,Roger Goodell,"In early 2012, NFL Commissioner [PERSON] stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".",[PERSON]
Placeholder,sparse_bm25,Who if the commissioner of the NFL?,Roger Goodell,"If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T(n) is defined t",Bill Belichick
Placeholder,sparse_bm25,Who is the commissioner of the NFL?,Roger Goodell,"By far the most famous work of [PERSON] art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first [PERSON] of Kent, emplo",Bill Belichick
Placeholder,sparse_bm25,What is the name of San Francisco's stadium when looked at as a possibility for Super Bowl 50?,Levi's Stadium,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",San Francisco 49ers Stadium
Placeholder,sparse_bm25,What was the name of New Orleans' superdome at the time that Super Bowl 50 took place?,Mercedes-Benz Superdome,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Super Bowl XLVII
Placeholder,sparse_bm25,What was the given name of Miami's stadium at the time of Super Bowl 50?,Sun Life Stadium,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Miami Dolphins Stadium
Placeholder,sparse_bm25,"One of the sites, Merceds-Benz Superdome, is located where?",New Orleans,"Today, Warsaw has some of the best medical facilities in Poland and East-Central Europe. The city is home to the Children's Memorial Health Institute (CMHI), the highest-reference hospital in all of P",Warsaw
Placeholder,sparse_bm25,What is the name of the stadium in Miami that was considered?,Sun Life Stadium,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Miami Dolphins
Placeholder,sparse_bm25,What is the name of the stadium in San Francisco Bay Area?,Levi's Stadium.,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francis",Levi's Stadium
Placeholder,sparse_bm25,What is the name of the stadium where Super Bowl 50 was played?,Levi's Stadium.,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Mercedes-Benz Superdome
Placeholder,sparse_bm25,Who decided not to approve paying for renovations at Sun Life Stadium that the league wanted for them to do to host Super Bowl 50?,Florida legislature,"The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New",Florida legislature
Placeholder,sparse_bm25,Who voted on the venue for Super Bowl 50?,NFL owners,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francis",owners at their spring meetings in Boston
Placeholder,sparse_bm25,Where did the spring meetings of the NFL owners take place?,Boston,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francis",Boston
Placeholder,sparse_bm25,How much did it cost to build the stadium where Super Bowl 50 was played?,$1.2 billion,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,unanswerable
Placeholder,sparse_bm25,Where was the meeting held when the NFL owners voted on the location for Super Bowl 50?,Boston,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francis",Boston
Placeholder,sparse_bm25,Who coached each Super Bowl 50 participant in their most recent Super Bowl appearance prior to Super Bowl 50?,John Fox,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one los",[PERSON]
Placeholder,sparse_bm25,Who was the head coach of the Broncos in Super Bowl XLVIII?,John Fox,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",[PERSON]
Placeholder,sparse_bm25,Who had the best record in the NFC?,Carolina Panthers,"Despite waiving longtime running back [PERSON] and losing top wide receiver [PERSON] to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming ",Carolina Panthers
Placeholder,sparse_bm25,Who started at tight end for the Panthers?,Greg Olsen,Denver took the opening kickoff and started out strong with [PERSON] completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver [PERSON]. A pair of carries by [PERSON] moved ,Owen Daniels
Placeholder,sparse_bm25,Who is the quarterback for the Carolina Panthers?,Cam Newton,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",Newton
Placeholder,sparse_bm25,Who registered the most sacks on the team this season?,Kawann Short,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]",[PERSON]
Placeholder,sparse_bm25,Who led the Panthers in sacks?,Kawann Short,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]","Pro Bowl defensive tackle [PERSON] led the team in sacks with 11, while also forcing three fumbles and recovering two. Fellow lineman [PERSON] added 612 sacks."
Placeholder,sparse_bm25,Who had five sacks in nine games as a Carolina Panthers starter?,Kony Ealy,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]",[PERSON]
Placeholder,sparse_bm25,Who was the Panthers' tackle leader for 2015?,Luke Kuechly.,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]",[PERSON]
Placeholder,sparse_bm25,Who is the head coach of the Broncos?,Gary Kubiak,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",[PERSON]
Placeholder,sparse_bm25,Who played quarterback for the Broncos after Peyton Manning was benched?,Brock Osweiler,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",[PERSON]
Placeholder,sparse_bm25,Who did Peyton Manning play for as a rookie?,Indianapolis Colts,"Tesla was asocial and prone to seclude himself with his work. However, when he did engage in a social life, many people spoke very positively and admiringly of Tesla. [PERSON] described him as attaini",New York Giants
Placeholder,sparse_bm25,Who did the Broncos play in the last week of the regular season?,San Diego Chargers,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",San Diego Chargers
Placeholder,sparse_bm25,Who is Denver's defensive coordinator?,Wade Phillips,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,"What is the name of the Bronco's head coach, who was hired after John Fox? ",Gary Kubiak,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Bill Belichick
Placeholder,sparse_bm25,"When John Fox left as head coach for the Broncos, who replaced him?",Gary Kubiak,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",[PERSON]
Placeholder,sparse_bm25,Who was the quarterback for the Broncos 2015 season?,Peyton Manning,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",[PERSON]
Placeholder,sparse_bm25,Who was the Denver head coach for Super Bowl 50?,Gary Kubiak,Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11). Their 194 yards and 11 first do,"[PERSON] became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while [PERSON] became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player."
Placeholder,sparse_bm25,Who was the defensive coordinator for the Broncos in 2015?,Wade Phillips,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",[PERSON]
Placeholder,sparse_bm25,Who registered the most receptions on the Broncos?,Demaryius Thomas,"The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections. Pro Bowl quarterback [PERSON] had one of his best seasons, throwing for 3,837",[PERSON]
Placeholder,sparse_bm25,Who had the most rushing yards on the Broncos?,C. J. Anderson,"The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections. Pro Bowl quarterback [PERSON] had one of his best seasons, throwing for 3,837",[PERSON]
Placeholder,sparse_bm25,Who had the most receptions out of all players for the year?,Demaryius Thomas,[PERSON] finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. [PERSON] was his top receiver with six receptions for 83 yards. [PERSON] was the game's leading rusher with,[PERSON]
Placeholder,sparse_bm25,Who led the Broncos with 105 receptions?,Demaryius Thomas,"[PERSON] finished the year with a career-low 67.9 passer rating, throwing for 2,249 yards and nine touchdowns, with 17 interceptions. In contrast, [PERSON] threw for 1,967 yards, 10 touchdowns and six",Veteran receiver [PERSON]
Placeholder,sparse_bm25,Who was the Broncos' leading rusher for the 2015 season?,C. J. Anderson,[PERSON] finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. [PERSON] was his top receiver with six receptions for 83 yards. [PERSON] was the game's leading rusher with,Newton
Placeholder,sparse_bm25,Who was first on the team in total tackles?,Brandon Marshall,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends [PERSON] and [PERSON] each had 5½ sacks. ",Linebacker [PERSON]
Placeholder,sparse_bm25,Who forced four fumbles for the Broncos in the 2015 season?,Von Miller,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]",[PERSON]
Placeholder,sparse_bm25,Who lost to the Panthers in the divisional round of the playoffs?,Seattle Seahawks,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",Denver Broncos
Placeholder,sparse_bm25,Who did the Panthers face in the NFC Championship Game?,Arizona Cardinals,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination fro",Arizona Cardinals
Placeholder,sparse_bm25,Who did Carolina beat in the divisional round?,Seattle Seahawks,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination fro",Seattle Seahawks
Placeholder,sparse_bm25,Who did the Panthers play to advance to the Super Bowl?,Arizona Cardinals,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,Broncos
Placeholder,sparse_bm25,Who did the Panthers beat in the divisional round?,Seattle Seahawks,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination fro",Seattle Seahawks
Placeholder,sparse_bm25,Who did the Panthers play in their division championship game?,Arizona Cardinals,"Carolina suffered a major setback when [PERSON], an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game. Despite this, he i",Super Bowl
Placeholder,sparse_bm25,Who lost to the Broncos in the divisional round?,Pittsburgh Steelers,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",Denver Broncos
Placeholder,sparse_bm25,Who won Super Bowl XLIX?,New England Patriots,Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11). Their 194 yards and 11 first do,Chicago Bears
Placeholder,sparse_bm25,Who won Super Bowl XLIX?,New England Patriots,Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11). Their 194 yards and 11 first do,Chicago Bears
Placeholder,sparse_bm25,"During the Bronco's playoff games, who did not throw at all?",Manning,"The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New Engl",[PERSON]
Placeholder,sparse_bm25,Who did the Broncos beat in the divisional game?,Pittsburgh Steelers,"The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New Engl",Pittsburgh Steelers
Placeholder,sparse_bm25,Who did the Broncos defeat in the AFC Championship game?,New England Patriots,"The Panthers finished the regular season with a 15–1 record, and quarterback [PERSON] was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Ga",New England Patriots
Placeholder,sparse_bm25,Who did the Broncos beat to win their division in 2015?,Pittsburgh Steelers,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination fro",Arizona Cardinals
Placeholder,sparse_bm25,Who did the Broncos beat tp become the AFC champions?,New England Patriots,"The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New Engl",New England Patriots
Placeholder,sparse_bm25,Who suffered a broken arm in the NFC Championship Game?,Thomas Davis,"Carolina suffered a major setback when [PERSON], an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game. Despite this, he i",[PERSON]
Placeholder,sparse_bm25,Who previously held the record for being the oldest quarterback to play in a Super Bowl?,John Elway,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,Who did John Elway play for in Super Bowl XXXIII?,Broncos,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,Denver's Executive Vice President of Football Operations and General Manager
Placeholder,sparse_bm25,Who is the General Manager for the Broncos?,John Elway,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,Who has the record of being the oldest quarter back in any Super Bowl game?,Peyton Manning,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,Who is the oldest quarterback to play in a Super Bowl?,Peyton Manning,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,"Prior to Manning, who was the oldest quarterback to play in a Super Bowl?",John Elway,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,Who was the first quarterback to take two teams to more than one Super Bowl?,Peyton Manning,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,What is the name of the quarterback who was 38 in Super Bowl XXXIII?,John Elway,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,Who was the #2 pick in the 2011 NFL Draft?,Von Miller,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Who was considered to be the first choice in the NFL draft of 1998?,Manning,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",Newton
Placeholder,sparse_bm25,Who was the number two draft pick for 2011?,Von Miller,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Who was replaced by Kubiak in Super Bowl XXIV?,Elway,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Beyoncé
Placeholder,sparse_bm25,Who did Kubiak take the place of after Super Bowl XXIV?,Elway,"In some countries, formal education can take place through home schooling. Informal learning may be assisted by a teacher occupying a transient or ongoing role, such as a family member, or by anyone w","a teacher occupying a transient or ongoing role, such as a family member, or by anyone with knowledge or skills in the wider community setting"
Placeholder,sparse_bm25,Who was the Panthers head coach for the 2015 season?,Rivera,"Following their loss in the divisional round of the previous season's playoffs, the Denver Broncos underwent numerous coaching changes, including a mutual parting with head coach [PERSON] (who had won",[PERSON]
Placeholder,sparse_bm25,Who slipped on the Levi's Stadium turf in week 6 of the 2015 NFL season?,Justin Tucker,"Concerns were raised over whether [PERSON]'s Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various",Baltimore Ravens kicker [PERSON]
Placeholder,sparse_bm25,What is the name of the turf used in Levi's Stadium for the Super Bowl?,Bermuda 419,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francis",Super Bowl XIX
Placeholder,sparse_bm25,Who is the field director of the NFL?,Ed Mangan,"Concerns were raised over whether [PERSON]'s Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various",[PERSON]
Placeholder,sparse_bm25,Who was designated as the home team in the Super Bowl?,Broncos,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. [PERSON] stated, ""We've had Super Bowl suc",the Broncos
Placeholder,sparse_bm25,Who is the only other AFC Champion team to wear road jerseys in a Super Bowl?,Pittsburgh Steelers,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. [PERSON] stated, ""We've had Super Bowl suc",Pittsburgh Steelers
Placeholder,sparse_bm25,What was th elast Super Bowl where the Broncos wore white uniforms?,Super Bowl XXXIII,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. [PERSON] stated, ""We've had Super Bowl suc",Super Bowl XXXIII
Placeholder,sparse_bm25,What was the name of the hotel the Panthers chose to stay in during Super Bowl 50?,Santa Clara Marriott,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",The Venetian
Placeholder,sparse_bm25,Where did the Panthers practice at for Super Bowl 50?,San Jose State practice facility,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Super Bowl V
Placeholder,sparse_bm25,Where did the Broncos practice at for Super Bowl 50?,Stanford University,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Super Bowl V
Placeholder,sparse_bm25,Where did the Panthers practice for the Super Bowl?,San Jose State practice facility,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Super Bowl V
Placeholder,sparse_bm25,Where did the Broncos practice for the Super Bowl?,Stanford University,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Super Bowl V
Placeholder,sparse_bm25,Where was the practice place the Panthers used for the Super Bowl?,San Jose,The Panthers used the San Jose State practice facility and stayed at the San Jose Marriott. The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,San Jose State
Placeholder,sparse_bm25,Where hotel did the Panthers stay at?,San Jose Marriott.,"The origin of the legendary figure is not fully known. The best-known legend, by [PERSON], is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. On",Copenhagen
Placeholder,sparse_bm25,Where did the Broncos practice for the Super Bowl?,Stanford University,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Super Bowl V
Placeholder,sparse_bm25,Where did the Broncos stay at for Super Bowl 50?,Santa Clara Marriott.,"In January 1880, two of Tesla's uncles put together enough money to help him leave [PERSON] for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand Universi",Charles-Ferdinand University
Placeholder,sparse_bm25,Who is the NFL's vice president of brand and creative?,Jaime Weston,[PERSON] became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by [P,[PERSON]
Placeholder,sparse_bm25,Who is the trophy featured on the logo named for?,Vince Lombardi,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",Super Bowl 50
Placeholder,sparse_bm25,In what year was it declared that no Roman numerals would be used in the name of the 50th Super Bowl?,2014,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would b",2014
Placeholder,sparse_bm25,What was given to high schools where former students went on to play or coach in a Super Bowl?,Gold footballs,"Various gold-themed promotions and initiatives were held throughout the 2015 NFL season to tie into the ""Golden Super Bowl""; gold-tinted logos were implemented across the NFL's properties and painted ",Gold footballs
Placeholder,sparse_bm25,Who is the mayor of San Francisco?,Ed Lee,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",unanswerable
Placeholder,sparse_bm25,Who is the city supervisor of San Francisco?,Jane Kim,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",[PERSON]
Placeholder,sparse_bm25,Who was the mayor of San Francisco during Super Bowl 50? ,Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",[PERSON]
Placeholder,sparse_bm25,What was the name of the event at the The Embarcadero that was held prior to Super Bowl 50 to help show off some of the things that San Francisco has to offer?,Super Bowl City,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",Super Bowl Opening Night
Placeholder,sparse_bm25,Where was the NFL Experience held for the 2015 season?,Moscone Center,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",Moscone Center in San Francisco
Placeholder,sparse_bm25,Who is the mayor of San Francisco?,Ed Lee,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",unanswerable
Placeholder,sparse_bm25,Who said the homeless in the area would have to leave?,mayor Ed Lee,"The annual NFL Experience was held at the Moscone Center in San Francisco. In addition, ""Super Bowl City"" opened on January 30 at Justin Herman Plaza on The Embarcadero, featuring games and activities",San Francisco mayor
Placeholder,sparse_bm25,"Where was a beer, wine and food festival held at prior to the Super Bowl?",Bellomy Field,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara Univ",Bellomy Field at Santa Clara University
Placeholder,sparse_bm25,Who helped find sponsors and donors to help with the cost?,A professional fundraiser,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara Univ",A professional fundraiser
Placeholder,sparse_bm25,Who set aside seed funding for the week-long event leading up to the Super Bowl?,city council,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara Univ",the city council
Placeholder,sparse_bm25,Who may have been called upon to fund the festival associated with the Super Bowl in Santa Clara?,city council,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara Univ",the city council
Placeholder,sparse_bm25,What was the name of the Media Day event for Super Bowl 50?,Super Bowl Opening Night,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",Super Bowl Opening Night
Placeholder,sparse_bm25,What is the name of the property where the media event was held for Super Bowl 50?,SAP Center,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center
