anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Faker,dense_numpy,Who patronized the monks in Italy? ,Robert Guiscard,"At Ernest Snyder, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Ariel Calhoun abbot Christine Evans, several monks of Christopher Villanueva fled to southern ",Shelly Gomez
Faker,dense_numpy,Who did Tesla work for in the 1880s?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",the Continental Edison Company
Faker,dense_numpy,Tesla's induction motor and transformer was licensed by whom?,George Westinghouse,"In July 1888, Kristen Franklin and Jonathan Dillon negotiated a licensing deal with Henry Castro for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royal",Henry Castro
Faker,dense_numpy,Who licensed Tesla's induction motor?,George Westinghouse,"In July 1888, Jennifer Torres and Meghan Beck negotiated a licensing deal with Justin Roberts for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty ",Justin Roberts
Faker,dense_numpy,Who did Tesla credit for his abilities?,his mother's genetics,"Tesla was renowned for his achievements and showmanship, eventually earning him a reputation in popular culture as an archetypal ""mad scientist"". His patents earned him a considerable amount of money,",the General Conference on Weights and Measures named the SI unit of magnetic flux density the tesla in his honor
Faker,dense_numpy,Where did Tesla believe his talents came from?,his mother's genetics and influence,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Christopher Brown in New York City. He soon struck out on his own with financ,telephony and electrical engineering
Faker,dense_numpy,Who was Tesla influenced by while in school?,Martin Sekulić,"In 1870, Tesla moved to Thomas Smith, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Heidi Flynn Sekulić.:32 The classes were held in German, as it",Heidi Flynn Sekuli
Faker,dense_numpy,Who was Tesla's main influence in Karlovac?,Martin Sekulić,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",Arthur Hudson
Faker,dense_numpy,Where did Tesla run to avoid the army draft?,Tomingaj,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",Tomingaj
Faker,dense_numpy,Where was Austrian Polytechnic located?,"Graz, Austria","In 1870, Tesla moved to Brendan Anderson, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Joshua Davis Sekulić.:32 The classes were held in German, ",Austro-Hungarian Military Frontier
Faker,dense_numpy,Where did Tesla teach in Gospic?,Higher Real Gymnasium,"In 1870, Tesla moved to Thomas Smith, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Heidi Flynn Sekulić.:32 The classes were held in German, as it",Higher Real Gymnasium
Faker,dense_numpy,Where did Tesla go upon leaving Gospic?,Prague,"In 1873, Tesla returned to his birthtown, Smiljan. Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times. Tesla's father, in a moment o",Smiljan
Faker,dense_numpy,Where was Tesla hoping to attend classes in Prague?,Charles-Ferdinand University,"In January 1880, two of Tesla's uncles put together enough money to help him leave Jacqueline Cook for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand U",Charles-Ferdinand University
Faker,dense_numpy,Who gave Tesla money to go to Prague?,two of Tesla's uncles,"In 1952, following pressure from Tesla's nephew, Amy Gregory, Tesla's entire estate was shipped to Belgrade in 80 trunks marked Kathleen Thomas In 1957, Kosanović's secretary James Kaiser transported ",Amy Gregory
Faker,dense_numpy,Which company did Tesla work for in 1881?,Budapest Telephone Exchange,"In late 1886 Tesla met Chris Flores, a Western Union superintendent, and New York attorney Bonnie Keller. The two men were experienced in setting up companies and promoting inventions and patents for ",Western Union
Faker,dense_numpy,Where did Tesla work in Budapest?,a telegraph company,"In 1881, Tesla moved to Budapest to work under Heather Castro at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not f",Budapest Telephone Exchange
Faker,dense_numpy,What was the name of the telegraph company Tesla returned to after it became functional?,Budapest Telephone Exchange,"In 1881, Tesla moved to Budapest to work under Ryan Rodriguez at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not f",the Budapest Telephone Exchange
Faker,dense_numpy,Who hired Tesla in New York?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Jamie Contreras
Faker,dense_numpy,Who did Tesla partner with in 1886?,Robert Lane and Benjamin Vail,"In late 1886 Tesla met Kevin Hawkins, a Western Union superintendent, and New York attorney Laurie Hall. The two men were experienced in setting up companies and promoting inventions and patents for f",Kevin Hawkins
Faker,dense_numpy,What was the name of the company the businessmen financed? ,Tesla Electric Light & Manufacturing,"After leaving Edison's company Tesla partnered with two businessmen in 1886, David Moore and Shawn Ruiz, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manu",Tesla Electric Light & Manufacturing
Faker,dense_numpy,Who designed the illumination systems that Tesla Electric Light & Manufacturing installed?,Tesla,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Micheal Martin and Bryan Nixon, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & ",Tesla
Faker,dense_numpy,Who was Alfred S brown?,a Western Union superintendent,"When finally Veronica Davis the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Bob Brown, he brought with him a Brittany Ballard-educated mind. He also brou",half-brother
Faker,dense_numpy,Who else did Tesla make the acquaintance of in 1886?,Charles F. Peck,"In late 1886 Tesla met Kevin Hawkins, a Western Union superintendent, and New York attorney Laurie Hall. The two men were experienced in setting up companies and promoting inventions and patents for f",Laurie Hall
Faker,dense_numpy,Who was Thomas Commerford Martin?,editor of Electrical World magazine,"Even before Michael Garcia of England, the Normans had come into contact with Wales. Daniel Thomas the Confessor had set up the aforementioned Edgar Pearson as Veronica Carpenter of Hereford and charg",the aforementioned Edgar Pearson as Veronica Carpenter of Hereford
Faker,dense_numpy,Who edited Electrical World magazine?,Thomas Commerford Martin,"In 1888, the editor of Electrical World magazine, Arthur Perez (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at the America",Arthur Perez
Faker,dense_numpy,Who other than Tesla did Westinghouse consider for the patents?,Galileo Ferraris,"The mid 1890s saw the conglomerate General Electric, backed by financier Jessica Mendoza, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreeme",Westinghouse Electric
Faker,dense_numpy,What was the name of Westinghouse's company?,Westinghouse Electric & Manufacturing Company,"The mid 1890s saw the conglomerate General Electric, backed by financier Jessica Mendoza, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreeme",General Electric
Faker,dense_numpy,Who hired Tesla in 1888?,George Westinghouse,"In late 1886 Tesla met Chris Flores, a Western Union superintendent, and New York attorney Bonnie Keller. The two men were experienced in setting up companies and promoting inventions and patents for ",Betty Brown and Courtney Edwards
Faker,dense_numpy,In which city was Tesla's consultant job for Westinghouse?,Pittsburgh,"In July 1888, Jennifer Torres and Meghan Beck negotiated a licensing deal with Justin Roberts for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty ",Pittsburgh
Faker,dense_numpy,Who was the War of Currents waged between? ,Thomas Edison and George Westinghouse,"A few years after the First Crusade, in 1107, the Normans under the command of Brett Medina, Margaret Pruitt's son, landed in Michael Lambert MD and besieged Dyrrachium using the most sophisticated mi","the Normans under the command of Brett Medina, Margaret Pruitt's son, landed in Michael Lambert MD and besieged Dyrrachium using the most sophisticated military equipment of the time, but to no avail. Meanwhile, they occupied Petrela, the citadel of George Green at the banks of the river Taylor Webb, Gllavenica (Ballsh), Joshua Smith and Jericho. This time, the Albanians sided with the Normans, dissatisfied by the heavy taxes the Byzantines had imposed upon them. With their help, the Normans secured the Arbanon passes and opened their way to Dibra. The lack of supplies, disease and Byzantine resistance forced Debra Perez to retreat from his campaign and sign a peace treaty with the Byzantines in the city of Deabolis."
Faker,dense_numpy,Who was Westinghouse's chief rival?,Thomas Edison,"The mid 1890s saw the conglomerate General Electric, backed by financier Jessica Mendoza, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreeme",General Electric
Faker,dense_numpy,Who took control of Edison's company.,General Electric,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Micheal Martin and Bryan Nixon, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & ",Tesla
Faker,dense_numpy,"In 1893, who won the bid to light the World's Columbian Exposition?",George Westinghouse,"In 1893, Douglas Garcia won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fair dev",Douglas Garcia
